date,weekday,Speed inner1,Speed inner2,Speed inner3,Speed inner4,Speed inner5,Speed inner6,Speed inner7,Speed inner8,Speed outer,inner_speed
01.08.2023,2,0.9102,0.867408333,0.951320833,0.8846875,0.8697625,0.901983333,0.901983333,0.8697625,0.893234309,0.894638542
02.08.2023,3,0.813052273,0.833508333,0.836136364,0.911195455,0.862784091,0.96515,0.96515,0.862575,0.854497026,0.88119394
03.08.2023,4,0.752269387,0.812631034,0.830848674,0.853579708,0.775527089,0.809514457,0.847761337,0.798983523,0.799222179,0.810139401
04.08.2023,5,0.771907408,0.811747842,0.798527854,0.847447532,0.839951734,0.869677211,0.846556517,0.843124278,0.810277332,0.828617547
05.08.2023,6,0.695079167,0.681991667,0.602291667,0.75,0.675641667,0.7309125,0.7309125,0.675641667,0.670285284,0.692808854
06.08.2023,7,0.950979167,0.888291667,0.988333333,0.983529167,0.97805,1,1,0.97805,0.969595124,0.970904167
07.08.2023,1,0.933008333,0.92795,0.902641667,1,0.9546125,0.954495833,0.962829167,0.9546125,0.933112677,0.94876875
08.08.2023,2,0.903364394,0.908300758,0.893336364,0.970604167,0.941919318,0.91870947,0.91870947,0.941919318,0.919172945,0.924607907
09.08.2023,3,0.927016667,0.907716667,0.949629167,0.977156944,0.952627778,0.929504167,0.939426389,0.952627778,0.919638357,0.941963195
10.08.2023,4,0.8445625,0.910825,0.926733333,0.9777125,0.941325,0.9228,0.9289,0.944195833,0.910095656,0.924631771
11.08.2023,5,0.891083333,0.950758333,0.929933333,0.9626,0.966783333,0.981445833,0.970333333,0.966783333,0.92537172,0.952465104
12.08.2023,6,0.899508333,0.954216667,1,0.9804125,0.961770833,0.9875,0.9875,0.961770833,0.962073493,0.966584896
13.08.2023,7,0.970587121,0.96335,0.990909091,0.99225,0.970145833,0.967108712,0.967108712,0.970145833,0.979794318,0.973950663
14.08.2023,1,0.891009722,0.954490278,0.932777778,0.941118056,0.960669444,0.972761111,0.972761111,0.960669444,0.945243794,0.948282118
15.08.2023,2,0.936125,0.968875,0.947225,0.9920625,0.991870833,0.978183333,0.978183333,0.991870833,0.980140071,0.973049479
16.08.2023,3,0.852969091,0.947973636,0.931713636,0.975109091,0.953974091,0.973977273,0.973977273,0.953974091,0.941787099,0.945458523
17.08.2023,4,0.923095833,0.844608333,0.924858333,0.967629167,0.962070833,0.945995833,0.945995833,0.962070833,0.941217642,0.934540625
18.08.2023,5,0.859633333,0.960229167,0.914995833,0.982141667,0.946904167,0.981945833,0.981945833,0.946904167,0.945973936,0.9468375
19.08.2023,6,0.926245833,0.9734875,0.991320833,0.977504167,0.99375,0.985541667,0.985541667,0.99375,0.974133422,0.978392708
20.08.2023,7,0.948961667,0.917225833,0.99,0.98095,0.9898375,0.973883333,0.973883333,0.9898375,0.974824468,0.970572396
21.08.2023,1,0.810489752,0.839158722,0.858035138,0.880557589,0.857166902,0.891822076,0.888373946,0.860565533,0.844078024,0.860771207
22.08.2023,2,0.819621676,0.847866049,0.85470359,0.895645688,0.840797981,0.886210116,0.892102054,0.867352969,0.846713496,0.863037515
23.08.2023,3,0.604902083,0.631433333,0.73,0.73958125,0.679883333,0.6346,0.6346,0.679883333,0.678439583,0.666860417
24.08.2023,4,0.6018875,0.65019375,0.683435417,0.727675,0.709214583,0.68038125,0.68549375,0.709214583,0.692060771,0.680936979
